"Title","Artist","ConstituentID","Date","Medium","Classification","Dim_cm2","Style"
"Spanish Head Composition","George Condo","1210",1988,"Oil and collage on paper, mounted on canvas","Painting",74595.33,"Postmodernismo"
"Spurting Out (Schizzano via)","Carol Rama","42787",1967,"Ink, gouache, shellac, and plastic doll eyes on paper","Drawing",3019.5,"Pop Art"
"Announcement for Nectarine","George Brecht","756",1962,"Envelope with ink and stamped ink additions, containing mimeograph and double-sided offset card","Print",149.96,"Pop Art"
"Street (Strasse)","Otto Dix","1559",1920,"Drypoint","Print",1049.2,"Surrealismo"
"Dorothy Ruscha","Edward Ruscha","5086",1960,"Woodcut","Print",596.16,"Pop Art"
"3327 Division","Edward Ruscha","5086",1962,"Lithograph on paper","Print",1562.88,"Pop Art"
"House of Flowers (see you there)","Peter Doig","8087",2007,"Oil on canvas","Painting",59940,"Arte Contemporáneo"
"Untitled (Law Blanks)","Serge Spitzer","5568",1994,"Ink and red thread on paper","Drawing",2320.5,"Postmodernismo"
"From White Mecha to Black Mecha - Your Portrait","Tetsumi Kudo","3281",1959,"Cut-and-pasted printed paper on two pieces of paperboard","Drawing",2476,"Expresionismo Abstracto"
"A Menace to Liberty","Andrea Bowers","28571",2012,"Marker on found cardboard. Source image courtesy the Emma Goldman Papers, University of California, Berkeley","Drawing",113548.16,"Arte Contemporáneo"
"L'Univers est crée (The Creation of the Universe) from Noa Noa (Fragrant Scent)","Paul Gauguin","2098",1893,"Woodcut","Print",987.04,"Impresionismo"
"Program","Jorge Pardo","8132",2012,"Portfolio of fifteen screenprints","Print",7000,"Arte Contemporáneo"
"Drama Projections (Stuttgart)","Cristóbal Lehyt","42851",2008,"Pencil and ink on eight sheets of transparentized paper","Drawing",4026,"Arte Contemporáneo"
"The Woman Who is Not B.B. (A mulher que não é B.B.)","Waldemar Cordeiro","42856",1971,"Offset lithograph","Print",2714.5,"Pop Art"
"übermalung (over painting)","Josip Vaništa","41131",1959,"Oil on gelatin silver print","Drawing",430.78,"Expresionismo Abstracto"
"La Description","Josip Vaništa","41131",1964,"Typewriting on paper","Drawing",613.2,"Pop Art"
"Cue (Act 2)","Janice Kerbel","42858",2012,"Series of twelve screenprints","Print",3102.49,"Arte Contemporáneo"
"Dear Barack Obama","William Scott","42863",2009,"Felt-tip pen on lined paper","Drawing",589.68,"Arte Contemporáneo"
"Hilton Hotel","William Scott","42863",2008,"Felt-tip pen and pencil on transparentized paper","Drawing",2787.7,"Arte Contemporáneo"
"Inner Limit","William Scott","42863",2008,"Gouache and ink on paper","Drawing",4305.3,"Arte Contemporáneo"
"Untitled (Diana Ross)","William Scott","42863",2012,"Gouache and ink on paper","Drawing",2737.62,"Arte Contemporáneo"
"Land Slide. 1968 from Projects by Dennis Oppenheim","Dennis Oppenheim","4415",1973,"One from a portfolio of ten lithographs","Print",4295.69,"Pop Art"
"Annual Rings. 1968 from Projects by Dennis Oppenheim","Dennis Oppenheim","4415",1973,"One from a portfolio of ten lithographs","Print",4333.84,"Pop Art"
"Removal - Transplant New York Stock Exchange. 1968 from Projects by Dennis Oppenheim","Dennis Oppenheim","4415",1973,"One from a portfolio of ten lithographs","Print",4299.3,"Pop Art"
"Ground Mutations. 1969 from Projects by Dennis Oppenheim","Dennis Oppenheim","4415",1973,"One from a portfolio of ten lithographs","Print",4293.68,"Pop Art"
"Cancelled Crop - Direct Seeding. 1969 from Projects by Dennis Oppenheim","Dennis Oppenheim","4415",1973,"One from a portfolio of ten lithographs","Print",4333.84,"Pop Art"
"Lead Sink For Sebastian. 1970 from Projects by Dennis Oppenheim","Dennis Oppenheim","4415",1973,"One from a portfolio of ten lithographs","Print",4331.88,"Pop Art"
"Rocked Circle - Fear. 1971 from Projects by Dennis Oppenheim","Dennis Oppenheim","4415",1973,"One from a portfolio of ten lithographs","Print",4333.84,"Pop Art"
"Protection. 1971 from Projects by Dennis Oppenheim","Dennis Oppenheim","4415",1973,"One from a portfolio of ten lithographs","Print",4326.21,"Pop Art"
"2,000' Shadow Projection. 1972 from Projects by Dennis Oppenheim","Dennis Oppenheim","4415",1973,"One from a portfolio of ten lithographs","Print",4371.9,"Pop Art"
"Polarities. 1972 from Projects by Dennis Oppenheim","Dennis Oppenheim","4415",1973,"One from a portfolio of ten lithographs","Print",4333.84,"Pop Art"
"""Keep for Old Memiors""","Betye Saar","5102",1976,"Pencil on paper, printed papers, and printed fabric sewn and pasted on fabric with lace, leaves, and feathers, mounted on painted frame with gloves","Painting",1300.2,"Pop Art"
"The Invitation","Betye Saar","5102",1991,"Photomechanical reproductions pasted on fabric mounted on paper, with fan, tin ex-voto heart, feather, and wood hearts, in hinged wood shadow box","Painting",993.24,"Postmodernismo"
"8 Works of Verification (8 Tavole di accertamento)","Piero Manzoni","3741",1958,"Portfolio of eight lithographs","Print",1727.55,"Expresionismo Abstracto"
"Gravity: The Eternal Countdown","Aleksandra Mir","33825",2008,"Calendar","Print",1260,"Arte Contemporáneo"
"Triumph- edition","Aleksandra Mir","33825",2009,"Artist's book","Print",562.21,"Arte Contemporáneo"
"Biome","William Leavitt","28690",2012,"Portfolio of eight etching and aquatints","Print",1293.2,"Arte Contemporáneo"
"Anti Print Poster","Sterling Ruby","34708",2007,"Letterpress on three sheets","Print",2495.46,"Arte Contemporáneo"
"Business card for Yo No Hablo Español, Localismos residential workshop, Mexico City, May 1–June 30, 2004","Aleksandra Mir","33825",2004,"Business card","Print",45,"Arte Contemporáneo"
"Hope for the Future","Charles White","6339",1945,"Lithograph","Print",1550.4,"Expresionismo Abstracto"
"PR1","Lucy Raven","42972",2012,"Screenprint","Print",7014.8,"Arte Contemporáneo"
"PR2","Lucy Raven","42972",2012,"Screenprint","Print",5012.64,"Arte Contemporáneo"
"Fade to Grès","Beca Lipscombe, Atelier E.B","35333, 35343",2012,"Screenprint on fabric","Print",8326.6,"Arte Contemporáneo"
"How D'you Know Me?","Lucy McKenzie, Atelier E.B","28714, 35343",2012,"Screenprint on fabric","Print",8297.59,"Arte Contemporáneo"
"Emma...","Marc Camille Chaimowicz, Atelier E.B","34803, 35343",2012,"Screenprint on fabric","Print",8273.86,"Arte Contemporáneo"
"Untitled (Bearded Man)","Charles White","6339",1949,"Linoleum cut","Print",563.37,"Expresionismo Abstracto"
"Pope X","Charles White","6339",1972,"Etching","Print",5561.95,"Pop Art"
"Book designs: ""Perspective""","Jiro Takamatsu","5785",1969,"Pencil, colored pencil, and watercolor on paper","Drawing",1652.4,"Pop Art"
"Oneness of Paper","Jiro Takamatsu","5785",1972,"Torn colored paper on paper","Drawing",2991.66,"Pop Art"
"Eraser","Jiro Takamatsu","5785",1970,"Pencil on paper","Drawing",1287.4,"Pop Art"
"Book designs ""Rubbing""","Jiro Takamatsu","5785",1972,"Ink, pencil, and bodycolor on paper","Drawing",538.15,"Pop Art"
"Tape","Jiro Takamatsu","5785",1973,"Pencil and tape on two sheets of torn colored paper","Drawing",1412.64,"Pop Art"
"Space in Two Dimensions","Jiro Takamatsu","5785",1979,"Ink and pencil on paper","Drawing",459.74,"Pop Art"
"Overlapping","Jiro Takamatsu","5785",1983,"Pencil, bodycolor, and gouache on paper","Drawing",2151.24,"Postmodernismo"
"Catch-22","Mike Nichols","42017",1970,"U.S. one-sheet","Poster",7141.26,"Pop Art"
"Invitation to Moi aussi, je me suis demandé si je ne pouvais pas vendre quelque chose et réussir dans la vie..., Galerie Saint Laurent, April 10–25, 1964","Marcel Broodthaers","795",1964,"Letterpress on magazine page","Print",846.72,"Pop Art"
"Hélas pour moi","Jean-Luc Godard","32250",1993,"French one-sheet","Poster",4853.61,"Postmodernismo"
"Die 1000 Augen des Dr. Mabuse","Fritz Lang","32299",1960,"Romanian one-sheet","Poster",3473.84,"Pop Art"
"Untitled from The Nude","Carroll Dunham","1652",2011,"One from a portfolio of fourteen etching and aquatints","Print",393.75,"Arte Contemporáneo"
"The Nude","Carroll Dunham","1652",2011,"Portfolio of fourteen etching and aquatints","Print",393.75,"Arte Contemporáneo"
"The Working Desk (The Artist's Desk) (Masa de lucru [Masa atelierului])","Geta Brătescu","43150",1971,"Lithograph","Print",3360.53,"Pop Art"
"Atelierul - scenariul (The Studio - the film script)","Geta Brătescu","43150",1978,"Charcoal, colored pencil, and pastel on paper","Drawing",10453.6,"Pop Art"
"Medea's Hypostases II","Geta Brătescu","43150",1980,"Drawing with sewing machine on textile","Painting",5400,"Postmodernismo"
"Medea's Hypostases III","Geta Brătescu","43150",1980,"Drawing with sewing machine on textile","Painting",5400,"Postmodernismo"
"Medea's Hypostases IV","Geta Brătescu","43150",1980,"Drawing with sewing machine on textile","Painting",5400,"Postmodernismo"
"Love Letter #1","Charles White","6339",1971,"Lithograph","Print",4339.52,"Pop Art"
"Related card with cover image of Love Letter #1","Charles White","6339",1971,"Card","Print",457.6,"Pop Art"
"Progression No. 8 from Postal Dossier (Dossier postale)","Alighiero Boetti","630",1969,"Paperboard folder containing photocopies","Print",875,"Pop Art"
"Progression No. 20 from Postal Dossier (Dossier postale)","Alighiero Boetti","630",1969,"Paperboard folder containing photocopies","Print",875,"Pop Art"
"Progression No. 35 from Postal Dossier (Dossier postale)","Alighiero Boetti","630",1969,"Paperboard folder containing photocopies","Print",875,"Pop Art"
"Progression No. 36 from Postal Dossier (Dossier postale)","Alighiero Boetti","630",1969,"Paperboard folder containing photocopies","Print",875,"Pop Art"
"Progression No. 80 from Postal Dossier (Dossier postale)","Alighiero Boetti","630",1969,"Paperboard folder containing photocopies","Print",875,"Pop Art"
"8 Works of Verification (8 Tavole di accertamento) Alphabet from 8 Works of Verification (8 Tavole di accertamento)","Piero Manzoni","3741",1958,"One from a portfolio of eight lithographs","Print",1726.08,"Expresionismo Abstracto"
"8 Works of Verification (8 Tavole di accertamento) Ireland (Irelanda) from 8 Works of Verification (8 Tavole di accertamento)","Piero Manzoni","3741",1958,"One from a portfolio of eight lithographs","Print",1726.08,"Expresionismo Abstracto"
"Iceland (Islanda) from 8 Works of Verification (8 Tavole di accertamento)","Piero Manzoni","3741",1958,"One from a portfolio of eight lithographs","Print",1726.08,"Expresionismo Abstracto"
"Line (Linea) from 8 Works of Verification (8 Tavole di accertamento)","Piero Manzoni","3741",1959,"One from a portfolio of eight lithographs","Print",1726.08,"Expresionismo Abstracto"
"8 Works of Verification (8 Tavole di accertamento) Fingerprints (Impronte) from 8 Works of Verification (8 Tavole di accertamento)","Piero Manzoni","3741",1960,"One from a portfolio of eight lithographs","Print",1726.08,"Pop Art"
"Left thumbprint (Impronta pollice sinistro) from 8 Works of Verification (8 Tavole di accertamento)","Piero Manzoni","3741",1960,"One from a portfolio of eight lithographs","Print",1726.08,"Pop Art"
"Right thumbprint (Impronta pollice destro) from 8 Works of Verification (8 Tavole di accertamento)","Piero Manzoni","3741",1960,"One from a portfolio of eight lithographs","Print",1726.08,"Pop Art"
"Deja Vu from Biome","William Leavitt","28690",2012,"One from a portfolio of eight etching and aquatints","Print",1293.2,"Arte Contemporáneo"
"Amargosa Road from Biome","William Leavitt","28690",2012,"One from a portfolio of eight etching and aquatints","Print",1293.2,"Arte Contemporáneo"
"Red Rock Palms from Biome","William Leavitt","28690",2012,"One from a portfolio of eight etching and aquatints","Print",1293.2,"Arte Contemporáneo"
"Biome from Biome","William Leavitt","28690",2012,"One from a portfolio of eight etching and aquatints","Print",1293.2,"Arte Contemporáneo"
"Roller House from Biome","William Leavitt","28690",2012,"One from a portfolio of eight etching and aquatints","Print",1293.2,"Arte Contemporáneo"
"Twins from Biome","William Leavitt","28690",2012,"One from a portfolio of eight etching and aquatints","Print",1293.2,"Arte Contemporáneo"
"Parasanta from Biome","William Leavitt","28690",2012,"One from a portfolio of eight etching and aquatints","Print",1293.2,"Arte Contemporáneo"
"Twist Roller from Biome","William Leavitt","28690",2012,"One from a portfolio of eight etching and aquatints","Print",1293.2,"Arte Contemporáneo"
"Untitled from Program","Jorge Pardo","8132",2012,"One from a portfolio of fifteen screenprints","Print",7000,"Arte Contemporáneo"
"Large Illumination Drawings","Simone Forti","34908",1972,"Five drawings charcoal on paper (one with felt-tip pen) and one drawing colored crayon on paper","Drawing",2946.3,"Pop Art"
"Yellowgreen","Matt Connors","36363",2011,"Synthetic polymer paint and pencil on canvas, two panels","Painting",11141.66,"Arte Contemporáneo"
"Water Middle","Paulo Monteiro","43339",2011,"Ink on paper","Drawing",1046.25,"Arte Contemporáneo"
"Inside Between","Paulo Monteiro","43339",2012,"Oil on canvas","Painting",50000,"Arte Contemporáneo"
"EEG Art, from the series Meu Cerebro Desenha Assim (My brain draws like that)","Paulo Bruscky","43357",1976,"Electroencephalogram and ink stamp on four sheets of paper","Drawing",582.55,"Pop Art"
"Film Treatment (Aerial Camera Movement for Broken Circle)","Robert Smithson","5497",1971,"Pencil on paper","Drawing",589.68,"Pop Art"
"Occupy Sisterhood from Occuprint Portfolio","Favianna Rodriguez","41470",2012,"One from a portfolio of thirty-one screenprints","Print",1386.24,"Arte Contemporáneo"
"Bail Out the Students from Occuprint Portfolio","Katherine Ball, Roger Peet, Chelsea Peil","43428, 43432, 44473",2012,"One from a portfolio of thirty-one screenprints","Print",1363.53,"Arte Contemporáneo"
"International Worker's Day from Occuprint Portfolio","Jesus Barraza","41451",2012,"One from a portfolio of thirty-one screenprints","Print",1389.28,"Arte Contemporáneo"
"Occupy Oakland from Occuprint Portfolio","Rich Black","43429",2012,"One from a portfolio of thirty-one screenprints","Print",1386.24,"Arte Contemporáneo"
"Occupy DC from Occuprint Portfolio","Anthony Nomorosa","43430",2012,"One from a portfolio of thirty-one screenprints","Print",1389.28,"Arte Contemporáneo"
"Job Creators from Occuprint Portfolio","Brad Kayal","43431",2012,"One from a portfolio of thirty-one screenprints","Print",1389.28,"Arte Contemporáneo"
"What the Market Will Bear from Occuprint Portfolio","Roger Peet","43432",2012,"One from a portfolio of thirty-one screenprints","Print",1354.47,"Arte Contemporáneo"
"Corporate Cookie Jar? Occupy! from Occuprint Portfolio","Art Hazelwood","43433",2012,"One from a portfolio of thirty-one screenprints","Print",1381.68,"Arte Contemporáneo"
"Fight Back World Wide from Occuprint Portfolio","Colectivo Cordyceps","44464",2012,"One from a portfolio of thirty-one screenprints","Print",1389.28,"Arte Contemporáneo"
"Occupy Jakarta from Occuprint Portfolio","Nobodycorp Internationale Unlimited","41447",2012,"One from a portfolio of thirty-one screenprints","Print",1386.24,"Arte Contemporáneo"
"$ Tower from Occuprint Portfolio","Jeanne Verdoux","43434",2012,"One from a portfolio of thirty-one screenprints","Print",1380.14,"Arte Contemporáneo"
"Occupy Everything from Occuprint Portfolio","Colin Smith","43435",2012,"One from a portfolio of thirty-one screenprints","Print",1389.28,"Arte Contemporáneo"
"Let's Get Medieval from Occuprint Portfolio","Lindsay Starbuck","43436",2012,"One from a portfolio of thirty-one screenprints","Print",1389.28,"Arte Contemporáneo"
"Occupy Homes from Occuprint Portfolio","Joe Thompson","44471",2012,"One from a portfolio of thirty-one screenprints","Print",1369.55,"Arte Contemporáneo"
"Together Occupy from Occuprint Portfolio","Gabby Miller, Miriam Klein Stahl","44474, 44475",2012,"Letterpress and screenprint from a portfolio of thirty-one screenprints","Print",1386.24,"Arte Contemporáneo"
"When in Riot Gear from Occuprint Portfolio","John Emerson","44472",2012,"One from a portfolio of thirty-one screenprints","Print",1389.28,"Arte Contemporáneo"
"The Birth of Occupy from Occuprint Portfolio","Ronnie Goodman","43437",2012,"One from a portfolio of thirty-one screenprints","Print",1357.46,"Arte Contemporáneo"
"Occupy X from Occuprint Portfolio","Manya Kuzemchenko","43438",2012,"One from a portfolio of thirty-one screenprints","Print",1384.71,"Arte Contemporáneo"
"Untitled from Occuprint Portfolio","Occupy Design","44476",2012,"One from a portfolio of thirty-one screenprints","Print",1377.12,"Arte Contemporáneo"
"Keep Calm and Cameras On from Occuprint Portfolio","Mark Miller","43439",2012,"One from a portfolio of thirty-one screenprints","Print",1368.06,"Arte Contemporáneo"
"Rise Up from Occuprint Portfolio","Lopi","44477",2012,"One from a portfolio of thirty-one screenprints","Print",1360.45,"Arte Contemporáneo"
"America is Broken from Occuprint Portfolio","John Langdon","43440",2012,"One from a portfolio of thirty-one screenprints","Print",1392.32,"Arte Contemporáneo"
"One Square from Occuprint Portfolio","Cactus","44478",2012,"One from a portfolio of thirty-one screenprints","Print",1369.55,"Arte Contemporáneo"
"General Strike Match from Occuprint Portfolio","Molly Crabapple","43441",2012,"One from a portfolio of thirty-one screenprints","Print",1372.56,"Arte Contemporáneo"
"Grassroots Democracy from Occuprint Portfolio","Fahmi Reza","44479",2012,"One from a portfolio of thirty-one screenprints","Print",1386.24,"Arte Contemporáneo"
"Day and Night from Occuprint Portfolio","Santana","44480",2012,"One from a portfolio of thirty-one screenprints","Print",1321.14,"Arte Contemporáneo"
"Money Talks Too Much from Occuprint Portfolio","Josh MacPhee","41446",2012,"One from a portfolio of thirty-one screenprints","Print",1381.68,"Arte Contemporáneo"
"Lenape Occupied from Occuprint Portfolio","John Emerson","44472",2012,"One from a portfolio of thirty-one screenprints","Print",1383.2,"Arte Contemporáneo"
"Occupy Baltimore from Occuprint Portfolio","Keith Lowe","43442",2012,"One from a portfolio of thirty-one screenprints","Print",1366.54,"Arte Contemporáneo"
"Occupy Earth from Occuprint Portfolio","Marx Aviano","43443",2012,"One from a portfolio of thirty-one screenprints","Print",1386.24,"Arte Contemporáneo"
"Cardinal Points from Occuprint Portfolio","Sebastian Marchal","43444",2012,"One from a portfolio of thirty-one screenprints","Print",1393.85,"Arte Contemporáneo"
"Untitled from One Evening","Abby Leigh","42469",2011,"One from an illustrated book with nine etchings","Print",1421.41,"Arte Contemporáneo"
"Take a Kodak Home for Christmas","Wilhelm Sasnal","28788",2012,"Linoleum cut","Print",2014.74,"Arte Contemporáneo"
"Take a Kodak with You","Wilhelm Sasnal","28788",2012,"Linoleum cut","Print",2020.07,"Arte Contemporáneo"
"Arranged As (To)","Lawrence Weiner","6288",1974,"Synthetic polymer paint and pencil on transparentized paper on paper","Drawing",1888.32,"Pop Art"
"Mirror for Red Room","Louise Bourgeois","710",1996,"Lithograph","Print",3143.25,"Postmodernismo"
"Le Cauchemar de Hayter","Louise Bourgeois","710",1996,"Lithograph","Print",3143.25,"Postmodernismo"
"A Fly Caught in a Person's Thought","Louise Bourgeois","710",2004,"Lithograph","Print",1854.2,"Arte Contemporáneo"
"Mr. No Thank You I","Louise Bourgeois","710",2002,"Lithograph","Print",1645.92,"Arte Contemporáneo"
"I Did Everything I Could Every Day of My Life I","Louise Bourgeois","710",2004,"Lithograph","Print",1775.46,"Arte Contemporáneo"
"They Will Not Be Separated Again","Louise Bourgeois","710",2004,"Lithograph","Print",600.6,"Arte Contemporáneo"
"C'est Si Bon!!","Louise Bourgeois","710",2006,"Etching","Print",2327.24,"Arte Contemporáneo"
"Related flyer","Charles White","6339",1971,"Flyer","Print",602.64,"Pop Art"
"Untitled (for Parkett no. 91)","Nicole Eisenman","19572",2012,"Monotype","Print",4309.2,"Arte Contemporáneo"
"Aquariums for Sale on a Rainy Day, Tangier 2001 (for Parkett no. 91)","Yto Barrada","42323",2012,"Two chromogenic color prints","Print",900,"Arte Contemporáneo"
"Square from Hotan Project, Xinjiang, China (for Parkett no. 91)","Liu Xiaodong","43501",2012,"Digital print with acrylic additions","Print",2529.28,"Arte Contemporáneo"
"Recurrent Goya","Enrique Chagoya","7480",2012,"Portfolio of fourteen etching and aquatints with letterpress","Print",1036,"Arte Contemporáneo"
"This Too","Mark Fox","30229",2012,"Lithograph","Print",8217.3,"Arte Contemporáneo"
"between","Mark Fox","30229",2012,"Etching","Print",5380.21,"Arte Contemporáneo"
"beneath","Mark Fox","30229",2012,"Etching","Print",5395,"Arte Contemporáneo"
"below","Mark Fox","30229",2012,"Etching","Print",5395,"Arte Contemporáneo"
"behind","Mark Fox","30229",2012,"Etching","Print",5395,"Arte Contemporáneo"
"before","Mark Fox","30229",2012,"Etching","Print",5386.7,"Arte Contemporáneo"
"0–9","Jasper Johns","2923",2013,"Series of ten lithographs","Print",542.01,"Arte Contemporáneo"
"The Triumph of Light","Richard Tuttle","5983",2011,"Wood engraving with pigmented paper","Print",2854.56,"Arte Contemporáneo"
"Spirit","Richard Tuttle","5983",2011,"Wood engraving with paper pulp and pigmented paper","Print",3477.77,"Arte Contemporáneo"
"Nature","Richard Tuttle","5983",2011,"Wood engraving with paper pulp and pigmented paper","Print",3705.75,"Arte Contemporáneo"
"When Pressure Exceeds Weight I","Richard Tuttle","5983",2012,"Drypoint","Print",673.2,"Arte Contemporáneo"
"When Pressure Exceeds Weight II","Richard Tuttle","5983",2012,"Drypoint","Print",639,"Arte Contemporáneo"
"When Pressure Exceeds Weight III","Richard Tuttle","5983",2012,"Drypoint","Print",653.2,"Arte Contemporáneo"
"When Pressure Exceeds Weight IV","Richard Tuttle","5983",2012,"Drypoint","Print",591.66,"Arte Contemporáneo"
"When Pressure Exceeds Weight V","Richard Tuttle","5983",2012,"Drypoint","Print",689.92,"Arte Contemporáneo"
"When Pressure Exceeds Weight VI","Richard Tuttle","5983",2012,"Paper elements with embossing","Print",691.2,"Arte Contemporáneo"
"When Pressure Exceeds Weight VII","Richard Tuttle","5983",2012,"Drypoint and à la poupée","Print",860.37,"Arte Contemporáneo"
"When Pressure Exceeds Weight VIII","Richard Tuttle","5983",2012,"Inked embossment with paper pulp","Print",651.56,"Arte Contemporáneo"
"When Pressure Exceeds Weight X","Richard Tuttle","5983",2012,"Relief print","Print",1578.1,"Arte Contemporáneo"
"Long Sound","Zachary Wollard","36550",2012,"Etching and aquatint","Print",6717.6,"Arte Contemporáneo"
"Catalytic text: “Wir sind die Soziale Plastik!…Ich möchte das Begreifen des Lebens mit Ihnen teilen.”","Ben Kinmont","41829",1991,"Double-sided photocopy","Print",602.64,"Postmodernismo"
"Catalytic text: “Wir sind die Soziale Plastik!…Von einem zum anderen bin ich für Sie.”","Ben Kinmont","41829",1991,"Double-sided photocopy","Print",93.5,"Postmodernismo"
"Catalytic text: “Wir sind die Soziale Plastik!…Ich möchte unser Begreifen des Lebens erweitern.”","Ben Kinmont","41829",1990,"Double-sided photocopy","Print",602.64,"Postmodernismo"
"Catalytic text: “We are the social sculpture!...This moment is for you.”","Ben Kinmont","41829",1992,"Photocopy","Print",602.64,"Postmodernismo"
"Catalytic text: “I need you to help me make a sculpture.”","Ben Kinmont","41829",1992,"Photocopy","Print",602.64,"Postmodernismo"
"Catalytic text: “We are here to give away 23 paintings.”","Ben Kinmont","41829",1993,"Photocopy","Print",602.64,"Postmodernismo"
"Catalytic text: “Bitte nehmen Sie sich Zeit und hören Sie zu.” “Please slow down and listen.”","Ben Kinmont","41829",1994,"Offset","Print",521.73,"Postmodernismo"
"Catalytic text: “Forse. Rallenta.” “Perhaps. Slow down.”","Ben Kinmont","41829",1995,"Photocopy","Print",602.64,"Postmodernismo"
"Catalytic text: “We both belong. Thank you for entering this shared space, our third sculpture.”","Ben Kinmont","41829",1995,"Photocopy, 5 sheets, stapled","Print",602.64,"Postmodernismo"
"Materialization of Life into alternative economies","Ben Kinmont","41829",1996,"Book, offset printed","Print",295.92,"Postmodernismo"
"Catalytic text: “Passing through to another for finding out.”","Ben Kinmont","41829",1996,"Photocopy","Print",602.64,"Postmodernismo"
"Catalytic text: “Your philanthropy is our sculpture.”","Ben Kinmont","41829",1996,"Photocopy","Print",602.64,"Postmodernismo"
"Catalytic text: “Let us be known by what we believe in.”","Ben Kinmont","41829",1996,"Double-sided photocopy","Print",602.64,"Postmodernismo"
"if you smile at me.","Ben Kinmont","41829",1996,"Photocopy","Print",602.64,"Postmodernismo"
"An Exhibition in Your Mouth from Antinomian Press Archive","Ben Kinmont","41829",2002,"Letterpress broadside","Print",1092.75,"Arte Contemporáneo"
"Ben Kinmont, Bookseller. A List of fifty books from Antinomian Press Archive","Ben Kinmont","41829",2002,"Letterpress broadside","Print",2076.38,"Arte Contemporáneo"
"Carte gastronomique de la France from Antinomian Press Archive","Ben Kinmont","41829",2006,"Letterpress broadside","Print",2418.08,"Arte Contemporáneo"
"Gastronomie from Antinomian Press Archive","Ben Kinmont","41829",2009,"Letterpress broadside","Print",1535.94,"Arte Contemporáneo"
"Gastronomy from Antinomian Press Archive","Ben Kinmont","41829",2009,"Letterpress broadside","Print",1727.55,"Arte Contemporáneo"
"On Becoming Something Else from Antinomian Press Archive","Ben Kinmont","41829",2009,"Letterpress broadside","Print",2373.56,"Arte Contemporáneo"
"Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"Series of eighteen etchings","Print",4922.7,"Arte Contemporáneo"
"Drawing Which Makes Itself: Hartford Installation","Dorothea Rockburne","4972",1973,"Carbon paper and pencil on wall","Drawing",105298.24,"Pop Art"
"Drawing Which Makes Itself: Diamond - Paralellogram","Dorothea Rockburne","4972",1973,"Carbon paper and pencil on wall","Drawing",70185.28,"Pop Art"
"Drawing Which Makes Itself: Diamond–Paralellogram Overlapping","Dorothea Rockburne","4972",1973,"Carbon paper and pencil on wall","Drawing",52649.12,"Pop Art"
"Drawing Which Makes Itself: Arc","Dorothea Rockburne","4972",1973,"Carbon paper and pencil on wall","Drawing",32899.35,"Pop Art"
"Yellow Piece","Ellsworth Kelly","3048",1966,"Acrylic on canvas","Painting",36290.25,"Pop Art"
"The Department of Marine Animal Identification of the City of San Francisco (Chinatown Division); The American Acclimatization Society; The San Francisco Bay Authority – Plankton Research Station","Mark Dion","27427",1998,"Collage, pencil, and colored pencil on four sheets of paper","Drawing",993.24,"Postmodernismo"
"Seattle Vivarium","Mark Dion","27427",2002,"Colored pencil on six sheets of paper","Drawing",570.35,"Arte Contemporáneo"
"Phantoms of the Clark Expedition","Mark Dion","27427",2011,"Colored pencil on eleven sheets of paper","Drawing",231.04,"Arte Contemporáneo"
"Retinal Splash","Irwin Kremen","42333",1977,"Paper","Drawing",383.54,"Pop Art"
"Shek O Beach Fishbook","Tobias Madison, Emanuel Rossetti","43706, 45123",2012,"Digital print","Print",2686.5,"Arte Contemporáneo"
"DI WHY Relax! Raincoats","DAS INSTITUT, Kerstin Brätsch, Adele Röder","40723, 38908, 40841",2013,"Screenprint on plastic raincoat","Print",12890.5,"Arte Contemporáneo"
"Woman Nr. 1 (Frau Nr. 1) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4920.72,"Arte Contemporáneo"
"Woman Nr. 2 (Frau Nr. 2) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4928.8,"Arte Contemporáneo"
"Woman Nr. 3 (Frau Nr. 3) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4928.8,"Arte Contemporáneo"
"Woman Nr. 4 (Frau Nr. 4) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4924.8,"Arte Contemporáneo"
"Woman Nr. 5 (Frau Nr. 5) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4916.7,"Arte Contemporáneo"
"Woman Nr. 6 (Frau Nr. 6) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4932.9,"Arte Contemporáneo"
"Woman Nr. 7 (Frau Nr. 7) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4941,"Arte Contemporáneo"
"Woman Nr. 8 (Frau Nr. 8) from Women – Series C (Frauen – Serie C)","Thomas Schütte","5281",2006,"One from a portfolio of eighteen etchings","Print",4928.8,"Arte Contemporáneo"
