visitante_id,visitant_edat,visitant_visites,visitant_dies,visitant_hores,visitant_companyia,visitant_estudis,visitant_coneixement,visitant_quizz,visitant_interessos_autor,visitant_interessos_estils,ruta,ruta_quadres,ruta_temps,puntuacio_ruta
419,35,2,5,8,group,True,9,5,"['not-sure', 'ben-shahn', 'leonardo-da-vinci']","['expressionisme', 'romanticisme', 'modernisme']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,3
419,35,3,7,1,family,True,9,5,"['not-sure', 'ben-shahn', 'leonardo-da-vinci']","['expressionisme', 'romanticisme', 'modernisme']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,2
420,34,0,5,4,family,False,2,6,"['peter-paul-rubens', 'leonardo-da-vinci', 'salvador-dali']","['barroc', 'surrealisme', 'romanticisme']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,2
420,34,1,8,3,group,False,2,6,"['peter-paul-rubens', 'leonardo-da-vinci', 'salvador-dali']","['barroc', 'surrealisme', 'romanticisme']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,5
420,34,2,4,4,alone,False,2,6,"['peter-paul-rubens', 'leonardo-da-vinci', 'salvador-dali']","['barroc', 'surrealisme', 'romanticisme']",ruta4,"['Un_monaguillo_solfeando', 'Autorretrato', 'El_Gran_Capitán,_recorriendo_el_campo_de_la_batalla_de_Ceriñola', 'El_pintor_Carlos_Luis_de_Ribera', 'Francisco_Pacheco', 'La_Virgen_con_el_Niño', 'Un monaguillo solfeando', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'Identidad', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",337.12000000000006,4
420,34,3,3,3,couple,False,2,6,"['peter-paul-rubens', 'leonardo-da-vinci', 'salvador-dali']","['barroc', 'surrealisme', 'romanticisme']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,2
420,34,4,5,5,alone,False,2,6,"['peter-paul-rubens', 'leonardo-da-vinci', 'salvador-dali']","['barroc', 'surrealisme', 'romanticisme']",ruta4,"['Un_monaguillo_solfeando', 'Autorretrato', 'El_Gran_Capitán,_recorriendo_el_campo_de_la_batalla_de_Ceriñola', 'El_pintor_Carlos_Luis_de_Ribera', 'Francisco_Pacheco', 'La_Virgen_con_el_Niño', 'Un monaguillo solfeando', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'Identidad', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",337.12000000000006,1
421,42,0,7,8,alone,True,5,0,"['edvard-munch', 'edouard-vuillard']","['realisme', 'barroc', 'modernisme']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,2
422,27,0,10,7,group,False,9,2,['not-sure'],['surrealisme'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,4
422,27,1,9,4,group,False,9,2,['not-sure'],['surrealisme'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,4
422,27,2,6,8,couple,False,9,2,['not-sure'],['surrealisme'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,5
423,33,0,3,5,group,True,5,1,"['diego-rodriguez-de-silva-y-velazquez', 'rembrandt-van-rijn']",['romanticisme'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,2
424,34,0,2,1,alone,True,4,5,['federico-de-madrazo'],"['modernisme', 'barroc']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,3
424,34,1,2,2,couple,True,4,5,['federico-de-madrazo'],"['modernisme', 'barroc']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,2
424,34,2,9,1,group,True,4,5,['federico-de-madrazo'],"['modernisme', 'barroc']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,2
424,34,3,5,4,alone,True,4,5,['federico-de-madrazo'],"['modernisme', 'barroc']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,2
424,34,4,7,7,alone,True,4,5,['federico-de-madrazo'],"['modernisme', 'barroc']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,4
424,34,5,3,8,alone,True,4,5,['federico-de-madrazo'],"['modernisme', 'barroc']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,3
424,34,6,5,3,group,True,4,5,['federico-de-madrazo'],"['modernisme', 'barroc']",ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,4
425,61,0,1,1,group,False,10,3,"['johannes-vermeer', 'fiodor-rokotov']","['romanticisme', 'realisme', 'barroc']",ruta4,"['Un_monaguillo_solfeando', 'Autorretrato', 'El_Gran_Capitán,_recorriendo_el_campo_de_la_batalla_de_Ceriñola', 'El_pintor_Carlos_Luis_de_Ribera', 'Francisco_Pacheco', 'La_Virgen_con_el_Niño', 'Un monaguillo solfeando', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'Identidad', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",337.12000000000006,0
426,38,0,7,6,group,True,7,4,"['joaquin-sorolla', 'eugene-delacroix', 'sandro-botticelli']",['expressionisme'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,4
426,38,1,10,4,couple,True,7,4,"['joaquin-sorolla', 'eugene-delacroix', 'sandro-botticelli']",['expressionisme'],ruta2,"['Samson_and_Delilah', 'Sol_de_sequía_en_julio', 'The_Virgin_of_the_Rocks', 'Orión_en_invierno', 'City_of_the_Future', 'Abstract_Minds', 'Celestial_Explorations', 'La_Virgen_con_el_Niño', 'Retrato_de_Antonio_Anselmi', 'Identidad', 'Un monaguillo solfeando', 'Autorretrato', 'El Gran Capitán recorriendo el campo de la batalla de Ceriñola', 'El pintor Carlos Luis de Ribera', 'Francisco Pacheco', 'Adoración de los Reyes Magos', 'La Virgen con el Niño', 'Retrato de Antonio Anselmi', 'Dos de mayo', 'Rafael Altamira y Crevea', 'La zarina Catalina II', 'Samson and Delilah', 'Self Portrait at the Age of 34', 'The Adoration of the Kings', 'The Fighting Temeraire tugged to her last berth to be broken up 1838', 'The Virgin of the Rocks', 'The Horse Fair', 'Ciervo en los montes Adirondacks', 'La cantante', 'Sol de sequía en julio', 'Orión en invierno', 'La Mona Lisa', 'El naixement de Venus', 'Les Menines', 'La persistència de la memòria', 'La ronda de nit', 'El crit', ""L'esmorzar sobre l'herba"", 'El jardí de les delícies', 'La jove de la perla', 'La Llibertat guiant el poble']",343.28000000000003,2
